Id	Name	RFC	Message	Description
487	ERR_MSGSERVICES	Bahamut		
488	ERR_TSLESSCHAN	IRCnet		
489	ERR_VOICENEEDED	Undernet		
489	ERR_SECUREONLYCHAN	Unreal		
491	ERR_NOOPERHOST	RFC1459	:<reason>	Returned by OPER to a client who cannot become an IRC operator because the server has been configured to disallow the client's host
492	ERR_NOSERVICEHOST	RFC1459		
493	ERR_NOFEATURE	ircu		
494	ERR_BADFEATURE	ircu		
495	ERR_BADLOGTYPE	ircu		
496	ERR_BADLOGSYS	ircu		
497	ERR_BADLOGVALUE	ircu		
498	ERR_ISOPERLCHAN	ircu		
499	ERR_CHANOWNPRIVNEEDED	Unreal		Works just like ERR_CHANOPRIVSNEEDED except it indicates that owner status (+q) is needed. Also see #482.
501	ERR_UMODEUNKNOWNFLAG	RFC1459	:<reason>	Returned by the server to indicate that a MODE message was sent with a nickname parameter and that the mode flag sent was not recognised
502	ERR_USERSDONTMATCH	RFC1459	:<reason>	Error sent to any user trying to view or change the user mode for a user other than themselves
503	ERR_GHOSTEDCLIENT	Hybrid		
503	ERR_VWORLDWARN	AustHex	:<warning_text>	Warning about Virtual-World being turned off. Obsoleted in favour for RPL_MODECHANGEWARN Also see #662.
504	ERR_USERNOTONSERV			
511	ERR_SILELISTFULL	ircu		
512	ERR_TOOMANYWATCH	Bahamut		Also known as ERR_NOTIFYFULL (aircd), I presume they are the same
513	ERR_BADPING	ircu		Also known as ERR_NEEDPONG (Unreal/Ultimate) for use during registration, however it's not used in Unreal (and might not be used in Ultimate either).
514	ERR_INVALID_ERROR	ircu		
514	ERR_TOOMANYDCC	Bahamut		
515	ERR_BADEXPIRE	ircu		
516	ERR_DONTCHEAT	ircu		
517	ERR_DISABLED	ircu	<command> :<info/reason>	
518	ERR_NOINVITE	Unreal		
518	ERR_LONGMASK	ircu		
519	ERR_ADMONLY	Unreal		
519	ERR_TOOMANYUSERS	ircu		
520	ERR_OPERONLY	Unreal		
520	ERR_MASKTOOWIDE	ircu		
520	ERR_WHOTRUNC	AustHex		This is considered obsolete in favour of ERR_TOOMANYMATCHES, and should no longer be used. Also see #416.
521	ERR_LISTSYNTAX	Bahamut		
522	ERR_WHOSYNTAX	Bahamut		
523	ERR_WHOLIMEXCEED	Bahamut		
524	ERR_QUARANTINED	ircu		
524	ERR_OPERSPVERIFY	Unreal		
525	ERR_REMOTEPFX	CAPAB USERCMDPFX	<nickname> :<reason>	Proposed.
526	ERR_PFXUNROUTABLE	CAPAB USERCMDPFX	<nickname> :<reason>	Proposed.
550	ERR_BADHOSTMASK	QuakeNet		
551	ERR_HOSTUNAVAIL	QuakeNet		
552	ERR_USINGSLINE	QuakeNet		
553	ERR_STATSSLINE	QuakeNet		
600	RPL_LOGON	Bahamut, Unreal		
601	RPL_LOGOFF	Bahamut, Unreal		
602	RPL_WATCHOFF	Bahamut, Unreal		
603	RPL_WATCHSTAT	Bahamut, Unreal		
604	RPL_NOWON	Bahamut, Unreal		
605	RPL_NOWOFF	Bahamut, Unreal		
606	RPL_WATCHLIST	Bahamut, Unreal		
607	RPL_ENDOFWATCHLIST	Bahamut, Unreal		
608	RPL_WATCHCLEAR	Ultimate		
610	RPL_MAPMORE	Unreal		
610	RPL_ISOPER	Ultimate		
611	RPL_ISLOCOP	Ultimate		
612	RPL_ISNOTOPER	Ultimate		
613	RPL_ENDOFISOPER	Ultimate		
615	RPL_MAPMORE	PTlink		
615	RPL_WHOISMODES	Ultimate		
616	RPL_WHOISHOST	Ultimate		
617	RPL_DCCSTATUS	Bahamut		
617	RPL_WHOISBOT	Ultimate		
618	RPL_DCCLIST	Bahamut		
619	RPL_ENDOFDCCLIST	Bahamut		
619	RPL_WHOWASHOST	Ultimate		
620	RPL_DCCINFO	Bahamut		
620	RPL_RULESSTART	Ultimate		
621	RPL_RULES	Ultimate		
622	RPL_ENDOFRULES	Ultimate		
623	RPL_MAPMORE	Ultimate		
624	RPL_OMOTDSTART	Ultimate		
625	RPL_OMOTD	Ultimate		
626	RPL_ENDOFO	Ultimate		
630	RPL_SETTINGS	Ultimate		
631	RPL_ENDOFSETTINGS	Ultimate		
640	RPL_DUMPING	Unreal		Never actually used by Unreal - was defined however the feature that would have used this numeric was never created.
641	RPL_DUMPRPL	Unreal		Never actually used by Unreal - was defined however the feature that would have used this numeric was never created.
642	RPL_EODUMP	Unreal		Never actually used by Unreal - was defined however the feature that would have used this numeric was never created.
660	RPL_TRACEROUTE_HOP	KineIRCd	<target> <hop#> [<address> [<hostname> | '*'] <usec_ping>]	Returned from the TRACEROUTE IRC-Op command when tracerouting a host
661	RPL_TRACEROUTE_START	KineIRCd	<target> <target_FQDN> <target_address> <max_hops>	Start of an RPL_TRACEROUTE_HOP list
662	RPL_MODECHANGEWARN	KineIRCd	['+' | '-']<mode_char> :<warning>	Plain text warning to the user about turning on or off a user mode. If no '+' or '-' prefix is used for the mode char, '+' is presumed.
663	RPL_CHANREDIR	KineIRCd	<old_chan> <new_chan> :<info>	Used to notify the client upon JOIN that they are joining a different channel than expected because the IRC Daemon has been set up to map the channel they attempted to join to the channel they eventually will join.
664	RPL_SERVMODEIS	KineIRCd	<server> <modes> <parameters>..	Reply to MODE <servername>. KineIRCd supports server modes to simplify configuration of servers; Similar to RPL_CHANNELMODEIS
665	RPL_OTHERUMODEIS	KineIRCd	<nickname> <modes>	Reply to MODE <nickname> to return the user-modes of another user to help troubleshoot connections, etc. Similar to RPL_UMODEIS, however including the target
666	RPL_ENDOF_GENERIC	KineIRCd	<command> [<parameter> ...] :<info>	Generic response for new lists to save numerics.
670	RPL_WHOWASDETAILS	KineIRCd	<nick> <type> :<information>	Returned by WHOWAS to return extended information (if available). The type field is a number indication what kind of information.
671	RPL_WHOISSECURE	KineIRCd	<nick> <type> [:<info>]	Reply to WHOIS command - Returned if the target is connected securely, eg. type may be TLSv1, or SSLv2 etc. If the type is unknown, a '*' may be used.
672	RPL_UNKNOWNMODES	Ithildin	<modes> :<info>	Returns a full list of modes that are unknown when a client issues a MODE command (rather than one numeric per mode)
673	RPL_CANNOTSETMODES	Ithildin	<modes> :<info>	Returns a full list of modes that cannot be set when a client issues a MODE command
678	RPL_LUSERSTAFF	KineIRCd	<staff_online_count> :<info>	Reply to LUSERS command - Number of network staff (or 'helpers') online (differs from Local/Global operators). Similar format to RPL_LUSEROP
679	RPL_TIMEONSERVERIS	KineIRCd	<seconds> [<nanoseconds> | '0'] <timezone> <flags> :<info>	Optionally sent upon connection, and/or sent as a reply to the TIME command. This returns the time on the server in a uniform manner. The seconds (and optionally nanoseconds) is the time since the UNIX Epoch, and is used since many existing timestamps in the IRC-2 protocol are done this way (i.e. ban lists). The timezone is hours and minutes each of Greenwich ('[+/-]HHMM'). Since all timestamps sent from the server are in a similar format, this numeric is designed to give clients the ability to provide accurate timestamps to their users.
682	RPL_NETWORKS	KineIRCd	<name> <through_name> <hops> :<info>	A reply to the NETWORKS command when requesting a list of known networks (within the IIRC domain).
687	RPL_YOURLANGUAGEIS	KineIRCd	<code(s)> :<info>	Reply to the LANGUAGE command, informing the client of the language(s) it has set
688	RPL_LANGUAGE	KineIRCd	<code> <revision> <maintainer> <flags> * :<info>	A language reply to LANGUAGE when requesting a list of known languages
689	RPL_WHOISSTAFF	KineIRCd	:<info>	The user is a staff member. The information may explain the user's job role, or simply state that they are a part of the network staff. Staff members are not IRC operators, but rather people who have special access in association with network services. KineIRCd uses this numeric instead of the existing numerics due to the overwhelming number of conflicts.
690	RPL_WHOISLANGUAGE	KineIRCd	<nick> <language codes>	Reply to WHOIS command - A list of languages someone can speak. The language codes are comma delimitered.
702	RPL_MODLIST	RatBox	<?> 0x<?> <?> <?>	Output from the MODLIST command
703	RPL_ENDOFMODLIST	RatBox	:<text>	Terminates MODLIST output
704	RPL_HELPSTART	RatBox	<command> :<text>	Start of HELP command output
705	RPL_HELPTXT	RatBox	<command> :<text>	Output from HELP command
706	RPL_ENDOFHELP	RatBox	<command> :<text>	End of HELP command output
708	RPL_ETRACEFULL	RatBox	<?> <?> <?> <?> <?> <?> <?> :<?>	Output from 'extended' trace
709	RPL_ETRACE	RatBox	<?> <?> <?> <?> <?> <?> :<?>	Output from 'extended' trace
710	RPL_KNOCK	RatBox	<channel> <nick>!<user>@<host> :<text>	Message delivered using KNOCK command
711	RPL_KNOCKDLVR	RatBox	<channel> :<text>	Message returned from using KNOCK command
712	ERR_TOOMANYKNOCK	RatBox	<channel> :<text>	Message returned when too many KNOCKs for a channel have been sent by a user
713	ERR_CHANOPEN	RatBox	<channel> :<text>	Message returned from KNOCK when the channel can be freely joined by the user
714	ERR_KNOCKONCHAN	RatBox	<channel> :<text>	Message returned from KNOCK when the user has used KNOCK on a channel they have already joined
715	ERR_KNOCKDISABLED	RatBox	:<text>	Returned from KNOCK when the command has been disabled
716	RPL_TARGUMODEG	RatBox	<nick> :<info>	Sent to indicate the given target is set +g (server-side ignore)
717	RPL_TARGNOTIFY	RatBox	<nick> :<info>	Sent following a PRIVMSG/NOTICE to indicate the target has been notified of an attempt to talk to them while they are set +g
718	RPL_UMODEGMSG	RatBox	<nick> <user>@<host> :<info>	Sent to a user who is +g to inform them that someone has attempted to talk to them (via PRIVMSG/NOTICE), and that they will need to be accepted (via the ACCEPT command) before being able to talk to them
720	RPL_OMOTDSTART	RatBox	:<text>	IRC Operator MOTD header, sent upon OPER command
721	RPL_OMOTD	RatBox	:<text>	IRC Operator MOTD text (repeated, usually)
722	RPL_ENDOFOMOTD	RatBox	:<text>	IRC operator MOTD footer
723	ERR_NOPRIVS	RatBox	<command> :<text>	Returned from an oper command when the IRC operator does not have the relevant operator privileges.
724	RPL_TESTMARK	RatBox	<nick>!<user>@<host> <?> <?> :<text>	Reply from an oper command reporting how many users match a given user@host mask
725	RPL_TESTLINE	RatBox	<?> <?> <?> :<?>	Reply from an oper command reporting relevant I/K lines that will match a given user@host
726	RPL_NOTESTLINE	RatBox	<?> :<text>	Reply from oper command reporting no I/K lines match the given user@host
771	RPL_XINFO	Ithildin		Used to send 'eXtended info' to the client, a replacement for the STATS command to send a large variety of data and minimise numeric pollution.
773	RPL_XINFOSTART	Ithildin		Start of an RPL_XINFO list
774	RPL_XINFOEND	Ithildin		Termination of an RPL_XINFO list
972	ERR_CANNOTDOCOMMAND	Unreal		Works similarly to all of KineIRCd's CANNOT* numerics. This one indicates that a command could not be performed for an arbitrary reason. For example, a halfop trying to kick an op.
973	ERR_CANNOTCHANGEUMODE	KineIRCd	<mode_char> :<reason>	Reply to MODE when a user cannot change a user mode
974	ERR_CANNOTCHANGECHANMODE	KineIRCd	<mode_char> :<reason>	Reply to MODE when a user cannot change a channel mode
975	ERR_CANNOTCHANGESERVERMODE	KineIRCd	<mode_char> :<reason>	Reply to MODE when a user cannot change a server mode
976	ERR_CANNOTSENDTONICK	KineIRCd	<nick> :<reason>	Returned from NOTICE, PRIVMSG or other commands to notify the user that they cannot send a message to a particular client. Similar to ERR_CANNOTSENDTOCHAN. KineIRCd uses this in conjunction with user-mode +R to allow users to block people who are not identified to services (spam avoidance)
977	ERR_UNKNOWNSERVERMODE	KineIRCd	<modechar> :<info>	Returned by MODE to inform the client they used an unknown server mode character.
979	ERR_SERVERMODELOCK	KineIRCd	<target> :<info>	Returned by MODE to inform the client the server has been set mode +L by an administrator to stop server modes being changed
980	ERR_BADCHARENCODING	KineIRCd	<command> <charset> :<info>	Returned by any command which may have had the given data modified because one or more glyphs were incorrectly encoded in the current charset (given). Such a use would be where an invalid UTF-8 sequence was given which may be considered insecure, or defines a character which is invalid within that context. For safety reasons, the invalid character is not returned to the client.
981	ERR_TOOMANYLANGUAGES	KineIRCd	<max_langs> :<info>	Returned by the LANGUAGE command to tell the client they cannot set as many languages as they have requested. To assist the client, the maximum languages which can be set at one time is given, and the language settings are not changed.
982	ERR_NOLANGUAGE	KineIRCd	<language_code> :<info>	Returned by the LANGUAGE command to tell the client it has specified an unknown language code.
983	ERR_TEXTTOOSHORT	KineIRCd	<command> :<info>	Returned by any command requiring text (such as a message or a reason), which was not long enough to be considered valid. This was created initially to combat '/wallops foo' abuse, but is also used by DIE and RESTART commands to attempt to encourage meaningful reasons.
999	ERR_NUMERIC_ERR	Bahamut		Also known as ERR_NUMERICERR (Unreal)
